sample_id,class_id,class_name,species,split,sha256,path
breed-33-sample-00,33,Sphynx,cat,train,21066aa510dead707140cd724d16172d00f38619193d47bc13d851a0892e4a76,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-33-sample-00.png
breed-33-sample-01,33,Sphynx,cat,train,a72bf7291452a2654a524442b50f2e74d7c802c44904d6cc5a0da762d24cf667,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-33-sample-01.png
breed-33-sample-02,33,Sphynx,cat,train,03641809b33a32d4a4e80617549f67bdfd409037152ae560033529422013a70b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-33-sample-02.png
breed-33-sample-03,33,Sphynx,cat,train,b5bae4d10b18b93d13d3cc407be7cd04d34e5b7a2f06c8cd9171cf4a4b4e5bff,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-33-sample-03.png
breed-33-sample-04,33,Sphynx,cat,validation,905e9e4e5f593b27a34a257d2b22bbc277ef8e95de39eb9ac77ef3249c8cb11a,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-33-sample-04.png
breed-33-sample-05,33,Sphynx,cat,validation,70b9a2314a5daa2a8d252c0ada62aa32ff215ba6b7c921afe788b2897c7ec74b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-33-sample-05.png
breed-34-sample-00,34,Staffordshire Bull Terrier,dog,train,161e8f65db7faa9296ea1890e3554186da3ea3e55d7f2c1c63ce79525a0332af,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-34-sample-00.png
breed-34-sample-01,34,Staffordshire Bull Terrier,dog,train,f154fa8a816f17e33300f59e0e765cf8a637a6cbf99f5333ad5dfbafe04ff9d2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-34-sample-01.png
breed-34-sample-02,34,Staffordshire Bull Terrier,dog,train,e45c7bd7a70dbd5787322e60d72c84f50aae88a3543f214a0700eb7973e05b57,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-34-sample-02.png
breed-34-sample-03,34,Staffordshire Bull Terrier,dog,train,e46eea558d1e8afb197e617df17b901d0f8e7bc4bcbb2c3e1e7b124ea91f3ae8,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-34-sample-03.png
breed-34-sample-04,34,Staffordshire Bull Terrier,dog,validation,9814e3326d248e75bb159265fd61aa7a81a0a60a0e78b9c053ec4d572ba2a2c2,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-34-sample-04.png
breed-34-sample-05,34,Staffordshire Bull Terrier,dog,validation,bda60401c02eaa2b0c906cf0a1fc1adc6b0ff1a200c09b334c9425d494f4415c,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-34-sample-05.png
breed-35-sample-00,35,Wheaten Terrier,dog,train,90ba74e7e5c50d1270ed015887929174cc2023308f0b23c1639120e07982e2ed,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-35-sample-00.png
breed-35-sample-01,35,Wheaten Terrier,dog,train,2cc24aaf6029ab5877a626fb55d9b5cf210953448a8132f4d330c0cdf20f5641,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-35-sample-01.png
breed-35-sample-02,35,Wheaten Terrier,dog,train,cee260492969e10825c1c30597a4137a2b10b7497821a3de22fb43000cd1288b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-35-sample-02.png
breed-35-sample-03,35,Wheaten Terrier,dog,train,88ead22084b2640bbffcc09d120ecb3097c07ee80f50ac6876678eb23861c969,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-35-sample-03.png
breed-35-sample-04,35,Wheaten Terrier,dog,validation,bde919e8c6a25b09b1a57faff4de19a71e3099ff5e3e3f08f8c99b4fd1c662ef,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-35-sample-04.png
breed-35-sample-05,35,Wheaten Terrier,dog,validation,9870c77bc878a6c7e1c7ffb7e0509e306b810bf0fbb8c6f17fc04599979d3406,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-35-sample-05.png
breed-36-sample-00,36,Yorkshire Terrier,dog,train,d2b5e3c7340761bb97f8f1f677dc310e7ce0e0171d6c6adac80343c2d7f7f310,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-36-sample-00.png
breed-36-sample-01,36,Yorkshire Terrier,dog,train,905573c42244c0b642efd8f845aa5b77f16951b0c37619826c2c6811788db26b,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-36-sample-01.png
breed-36-sample-02,36,Yorkshire Terrier,dog,train,e65c1018e451a03b7d297322b52db485af61bed58c44a098466719128f72198d,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-36-sample-02.png
breed-36-sample-03,36,Yorkshire Terrier,dog,train,e49d14814c48697b536d487f9be8c9dfa05de2989a64d9c96a50abcfacf51235,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-36-sample-03.png
breed-36-sample-04,36,Yorkshire Terrier,dog,validation,528a5fb14ebdaad2ae231c27d95c4b02138cedf069e411c277314ba9d1b9ef41,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-36-sample-04.png
breed-36-sample-05,36,Yorkshire Terrier,dog,validation,1690598d7d97b37c3bda9d3812a7dc623c4f11945f15e29da07cfed0bdda6f52,C:/JeanLoa/Path-AI-Engineer/Computer-Vision-Multimodal-AI-Edge-Optimization/19-image-classification-api/data/samples/breed-36-sample-05.png
